age,edu,gender,housing,income,job_occupation,past_bad_credit,married,loan_amount,debt_to_income,credit_history_years,default_label
27,master,female,own,8599.45,salary_worker,0,0,11929.61,0.59,9.9,0
53,master,female,rent,12309.58,self_employed,0,0,20464.76,0.64,0.1,0
64,high_school,female,mortgage,20467.84,salary_worker,0,1,6389.58,0.46,9.9,0
30,high_school,male,mortgage,16658.6,salary_worker,0,0,4263.75,0.18,9.3,0
37,high_school,male,own,21931.86,salary_worker,0,0,7893.16,0.11,13.4,0
38,high_school,male,mortgage,45791.68,public_sector,0,0,16239.26,0.06,14.4,0
39,high_school,male,mortgage,23540.97,public_sector,0,0,5324.43,0.46,15.1,0
33,bachelor,male,mortgage,13427.02,self_employed,0,0,7919.33,0.57,6.4,0
23,high_school,male,own,17036.36,salary_worker,0,0,2922.02,0.37,9.7,0
47,master,female,own,52562.55,salary_worker,0,0,6261.27,,5.6,0
38,high_school,female,mortgage,48514.71,public_sector,0,0,14023.08,0.42,11.4,0
38,high_school,female,mortgage,31829.37,self_employed,0,1,5263.82,0.2,0.0,0
34,master,female,rent,12050.76,self_employed,0,0,4025.69,0.52,2.4,0
67,bachelor,female,rent,27946.92,salary_worker,0,1,5287.69,0.51,5.8,0
51,high_school,female,own,28930.85,salary_worker,1,1,5794.56,0.16,7.3,0
41,bachelor,female,mortgage,24624.4,salary_worker,1,0,12339.89,0.49,,0
31,high_school,female,mortgage,18835.43,public_sector,0,0,9985.38,0.31,12.6,0
61,high_school,female,own,20677.8,retired,0,0,11104.63,0.29,4.9,0
65,bachelor,female,rent,18253.8,student,1,1,8230.79,0.41,2.3,1
22,high_school,female,rent,14540.84,salary_worker,0,0,5762.21,0.4,5.9,0
67,bachelor,male,mortgage,45012.46,salary_worker,1,1,5286.96,0.5,5.1,0
55,high_school,male,own,36208.21,public_sector,0,1,10278.2,0.19,9.7,0
25,bachelor,male,rent,21413.61,salary_worker,1,0,19417.92,0.44,13.6,0
58,master,female,rent,28523.4,self_employed,0,1,4829.97,0.13,,0
26,high_school,female,mortgage,29009.12,public_sector,0,0,4629.06,0.31,11.9,0
23,high_school,female,own,69863.43,salary_worker,0,0,4338.55,0.32,5.2,0
26,bachelor,female,rent,36049.78,salary_worker,0,1,12801.79,0.51,6.9,0
43,master,female,rent,35441.77,salary_worker,0,0,7917.43,0.34,9.2,0
51,bachelor,male,mortgage,24762.64,self_employed,0,0,10997.99,0.29,4.4,1
41,bachelor,female,own,,salary_worker,0,1,6127.96,0.6,4.8,0
27,high_school,female,own,45352.46,salary_worker,1,0,11384.75,0.26,9.0,0
30,high_school,male,rent,32647.46,salary_worker,1,0,6917.44,0.26,2.0,0
63,bachelor,male,rent,16759.26,public_sector,1,0,3464.39,0.01,11.9,1
69,high_school,female,mortgage,29858.95,retired,1,0,13461.57,0.3,5.9,0
58,bachelor,female,mortgage,,retired,0,1,7943.24,0.17,9.7,0
26,high_school,male,own,9479.4,public_sector,1,0,6831.75,0.29,,0
61,high_school,female,mortgage,16073.48,salary_worker,0,0,9458.89,0.38,12.5,1
55,bachelor,male,own,,salary_worker,0,0,3661.79,0.14,0.0,0
47,bachelor,male,mortgage,10239.34,,1,0,10269.13,0.19,12.5,0
28,bachelor,female,rent,10995.5,self_employed,0,0,5838.94,0.05,,0
70,bachelor,male,own,21553.47,public_sector,0,0,7436.4,0.25,8.6,0
43,master,female,mortgage,30369.52,salary_worker,0,0,15162.97,0.17,9.6,0
23,master,female,mortgage,31008.07,retired,0,0,11535.76,0.73,9.9,0
31,master,female,mortgage,49616.55,salary_worker,0,0,7353.93,0.61,3.9,0
41,bachelor,male,mortgage,25261.04,self_employed,0,0,7664.88,0.58,,0
24,bachelor,female,mortgage,20584.76,retired,0,0,1981.65,0.11,11.1,0
37,,female,mortgage,,self_employed,0,0,5156.22,0.31,0.3,0
44,bachelor,male,rent,20474.13,public_sector,0,0,8883.22,0.12,9.4,0
68,high_school,female,own,33469.44,public_sector,0,1,5322.56,0.67,7.8,0
25,bachelor,male,mortgage,34157.07,public_sector,0,0,3906.75,0.49,10.0,0
49,high_school,male,own,27421.39,public_sector,0,1,10552.12,0.15,2.4,0
66,,male,mortgage,31138.55,salary_worker,0,1,16623.03,,4.5,0
61,master,male,own,43233.57,salary_worker,1,1,5449.24,0.07,1.9,0
67,high_school,male,rent,25181.69,public_sector,0,0,13111.64,0.32,1.9,0
29,bachelor,female,rent,45039.42,self_employed,1,0,12071.99,0.31,10.8,0
61,bachelor,male,mortgage,17553.5,self_employed,1,1,4735.06,0.47,5.1,0
69,high_school,male,rent,23553.25,salary_worker,1,0,5430.42,0.52,4.9,0
37,master,male,mortgage,19606.67,salary_worker,0,0,21844.54,0.34,11.9,0
45,high_school,male,rent,34777.2,salary_worker,0,1,4383.65,0.3,6.1,0
47,master,male,own,15420.95,student,0,0,5796.67,0.01,11.4,0
45,master,male,mortgage,21061.57,salary_worker,0,1,23888.73,,3.3,0
35,high_school,female,own,10542.24,salary_worker,0,0,5926.1,0.22,6.1,1
69,high_school,male,mortgage,31807.88,salary_worker,0,1,17054.08,0.36,3.9,0
68,high_school,male,rent,42661.65,self_employed,0,0,4618.8,0.75,9.7,0
40,high_school,male,own,36673.83,salary_worker,0,0,8743.34,0.13,6.7,0
61,high_school,female,own,35090.38,public_sector,0,1,14724.33,0.34,10.4,1
40,phd,female,mortgage,35515.7,salary_worker,0,0,6266.0,0.43,8.1,0
60,high_school,male,rent,33351.64,salary_worker,0,1,8560.0,0.54,0.0,0
50,master,female,rent,32095.72,salary_worker,0,0,12203.03,0.34,6.4,0
44,high_school,male,mortgage,33041.22,salary_worker,0,0,4933.99,0.55,1.4,0
27,phd,male,mortgage,18123.11,public_sector,1,1,27783.43,0.27,8.9,0
53,high_school,female,mortgage,22245.9,retired,0,0,14339.14,0.44,9.7,0
37,bachelor,female,mortgage,25124.77,public_sector,1,1,6657.47,0.41,10.1,0
31,bachelor,male,own,20929.87,retired,0,0,7121.31,0.32,7.0,1
30,high_school,female,own,12030.02,salary_worker,0,0,23189.3,0.4,1.0,0
70,master,male,mortgage,13964.11,retired,0,0,6666.51,0.18,8.3,0
26,high_school,female,mortgage,26997.22,self_employed,0,0,6249.85,0.29,9.1,0
60,bachelor,female,mortgage,36592.52,public_sector,0,0,15220.39,0.11,6.8,0
64,bachelor,female,mortgage,24445.56,self_employed,0,0,3750.68,0.26,7.8,0
22,bachelor,male,mortgage,84471.53,salary_worker,0,0,7761.39,0.54,0.0,0
50,high_school,male,rent,16092.47,salary_worker,0,0,8486.97,0.42,7.8,0
49,high_school,male,rent,29739.28,salary_worker,0,0,5502.5,0.4,7.1,0
38,high_school,male,mortgage,43522.84,,1,0,11379.54,0.05,2.6,0
54,high_school,male,own,39322.6,self_employed,0,1,8416.97,0.4,9.6,0
41,high_school,female,rent,32688.55,student,0,1,11831.25,0.33,5.5,0
42,master,male,own,39403.67,salary_worker,0,1,5577.63,0.44,8.4,1
42,bachelor,male,own,24957.45,self_employed,0,0,4234.86,0.59,9.5,0
61,bachelor,female,mortgage,51446.45,self_employed,0,1,16168.9,0.27,8.8,0
52,high_school,male,mortgage,43365.59,salary_worker,0,1,10834.28,0.28,2.1,0
39,high_school,female,rent,,salary_worker,0,0,6640.94,0.51,6.0,0
67,,female,own,28133.2,salary_worker,0,1,13446.44,0.23,16.0,0
61,high_school,male,rent,12133.39,self_employed,0,1,9255.35,0.36,13.1,0
67,high_school,male,mortgage,48281.56,salary_worker,0,0,21678.33,0.01,10.8,0
57,bachelor,female,rent,26927.52,salary_worker,0,0,11676.03,0.28,8.6,0
40,bachelor,male,own,44665.1,salary_worker,1,0,17132.44,0.57,3.5,0
59,phd,female,own,23174.07,public_sector,0,0,5640.31,0.4,6.9,0
37,high_school,male,own,10558.43,public_sector,0,1,5790.66,0.5,5.8,0
34,bachelor,male,own,79763.03,salary_worker,0,0,9607.1,0.51,7.2,0
43,high_school,female,mortgage,25822.2,public_sector,0,0,6857.38,0.58,1.7,0
69,high_school,male,own,15520.33,retired,0,1,4358.97,0.28,11.3,0
49,bachelor,male,rent,40765.57,salary_worker,1,0,11204.01,0.51,0.0,0
40,high_school,male,own,60848.09,salary_worker,0,0,14045.6,0.74,10.9,0
44,bachelor,female,own,22223.44,salary_worker,0,0,7657.92,0.34,11.0,0
35,high_school,female,rent,23279.79,salary_worker,1,0,9092.47,0.1,16.8,0
53,high_school,male,mortgage,27095.44,public_sector,0,0,4759.24,0.23,6.5,0
38,master,male,rent,14765.71,public_sector,0,0,6079.05,0.42,5.4,0
48,high_school,male,mortgage,17840.02,self_employed,1,1,6217.37,0.04,8.0,0
39,master,male,rent,54277.59,salary_worker,0,0,11017.31,0.2,9.7,0
37,high_school,male,mortgage,22937.01,public_sector,0,0,9328.36,0.28,7.1,0
69,master,female,rent,16698.92,salary_worker,0,0,6759.26,0.36,2.8,0
38,high_school,male,own,19862.35,salary_worker,0,1,6613.31,0.66,9.7,0
24,high_school,male,rent,39449.26,salary_worker,0,0,2745.45,0.46,7.5,0
39,bachelor,female,own,10005.06,retired,0,1,19598.94,0.14,3.5,0
47,high_school,female,rent,27298.65,public_sector,1,1,2573.46,1.04,,0
25,high_school,male,mortgage,73717.72,self_employed,0,0,10219.31,0.34,,0
36,phd,male,own,60716.95,public_sector,0,0,8272.9,0.04,10.8,0
29,bachelor,male,mortgage,31506.25,salary_worker,0,0,7001.47,0.15,9.7,0
46,bachelor,female,mortgage,44019.99,salary_worker,0,0,8066.65,0.15,7.0,0
57,bachelor,male,own,43829.91,public_sector,0,1,5627.16,0.1,10.3,0
69,master,female,mortgage,23002.69,retired,0,0,11603.34,0.43,3.3,0
40,master,female,rent,36907.03,self_employed,0,0,3934.49,0.01,8.3,0
64,bachelor,male,own,54440.43,salary_worker,0,0,9704.04,0.52,8.5,0
31,high_school,male,own,13784.6,student,0,0,5581.6,0.49,3.4,1
60,high_school,male,mortgage,31555.18,salary_worker,0,1,6407.28,0.26,7.1,0
49,bachelor,male,rent,28642.99,salary_worker,0,0,6503.21,0.5,5.8,0
58,master,male,own,25499.75,salary_worker,0,1,7398.66,0.14,4.4,0
58,bachelor,female,mortgage,24503.84,salary_worker,0,1,10680.6,0.19,5.3,0
47,high_school,female,own,27017.81,self_employed,0,1,7945.11,0.44,0.7,0
33,high_school,male,rent,28057.39,self_employed,0,0,13536.41,0.3,11.8,0
47,bachelor,male,own,40270.6,salary_worker,0,0,14395.82,0.23,13.7,0
62,master,female,mortgage,,salary_worker,0,1,9602.92,0.32,3.8,0
69,high_school,female,rent,,self_employed,0,1,37893.73,0.58,11.9,1
67,bachelor,female,own,16681.16,salary_worker,0,1,24679.1,0.57,7.4,0
30,bachelor,female,mortgage,19680.84,salary_worker,1,1,3724.43,0.42,7.5,0
50,master,male,mortgage,27378.81,salary_worker,0,0,14645.3,0.28,2.3,0
26,high_school,female,rent,17716.79,retired,0,0,18952.01,0.43,,0
54,master,female,own,37258.85,student,0,1,10285.79,0.18,9.6,0
70,bachelor,male,rent,29540.72,salary_worker,0,1,23091.62,0.55,3.6,0
23,master,male,mortgage,40724.59,public_sector,0,0,21494.78,0.51,4.5,0
53,high_school,female,own,18261.15,retired,0,1,6732.02,0.69,5.5,0
68,bachelor,female,own,16747.76,salary_worker,0,1,7021.67,0.2,0.0,0
63,,female,rent,40587.92,retired,1,1,10849.06,0.17,8.8,0
40,high_school,female,own,25809.02,self_employed,0,1,5748.75,0.44,,0
26,bachelor,female,rent,22222.65,self_employed,0,0,35996.3,0.29,9.0,1
67,bachelor,female,mortgage,,self_employed,0,1,12504.69,0.52,11.3,0
67,bachelor,female,own,32782.57,,1,1,8313.17,0.58,5.7,0
49,high_school,female,own,13834.3,public_sector,0,0,3730.84,0.65,14.7,0
69,bachelor,female,mortgage,45391.96,public_sector,1,1,9307.31,0.35,4.1,0
21,high_school,male,rent,20237.99,salary_worker,1,0,4221.28,0.5,6.6,0
51,master,female,rent,52313.42,self_employed,0,1,31684.83,0.25,6.2,0
22,phd,female,own,13358.43,,0,0,2046.31,0.38,8.2,0
67,high_school,male,mortgage,28080.47,retired,0,0,17344.81,0.33,6.5,0
55,high_school,female,rent,22392.26,self_employed,0,0,6417.09,0.32,7.1,0
66,high_school,male,mortgage,10008.04,salary_worker,0,1,3195.67,0.67,4.8,0
49,bachelor,male,own,32734.79,salary_worker,0,0,8030.37,0.1,5.7,0
25,master,male,own,10241.76,salary_worker,1,0,8178.41,0.34,0.0,0
22,bachelor,female,own,21348.78,public_sector,0,0,7821.45,0.35,10.7,0
37,,male,rent,40011.57,public_sector,0,0,17306.71,0.46,3.4,0
58,high_school,male,rent,19177.32,retired,0,0,9991.43,0.14,5.5,0
28,,female,mortgage,16208.96,salary_worker,0,0,12554.68,0.29,3.3,1
63,master,female,own,34897.15,student,0,0,7067.07,0.23,9.8,0
32,bachelor,female,own,21757.57,student,1,0,10248.12,0.01,5.3,0
45,bachelor,male,mortgage,20286.75,public_sector,0,0,3945.5,0.55,0.0,0
31,high_school,female,rent,43206.52,retired,0,0,9339.02,0.08,8.6,1
44,master,female,own,14396.27,salary_worker,0,0,5340.02,0.05,4.5,0
43,high_school,male,own,19794.84,salary_worker,0,0,16744.08,0.51,7.4,0
21,master,male,rent,35950.6,,1,0,8446.67,0.28,10.8,0
49,master,female,mortgage,13983.37,salary_worker,1,1,11667.68,0.29,3.5,0
60,bachelor,female,mortgage,54117.14,salary_worker,0,1,9360.72,0.29,7.3,0
67,master,female,rent,22079.8,public_sector,0,1,21883.01,0.53,4.4,0
37,high_school,male,mortgage,36081.56,salary_worker,0,0,3435.1,0.24,11.4,0
65,bachelor,female,rent,36047.61,,0,1,7611.47,0.45,7.8,0
64,high_school,male,mortgage,22730.67,salary_worker,0,0,4778.84,0.13,7.4,0
70,bachelor,female,mortgage,19622.74,public_sector,1,1,2624.65,0.4,2.5,0
39,high_school,female,rent,23876.88,retired,0,0,4611.16,0.5,10.5,0
63,high_school,female,own,33547.17,salary_worker,0,0,15438.5,0.59,11.0,0
49,high_school,female,mortgage,15616.9,public_sector,0,1,7969.71,0.06,4.4,0
23,high_school,male,rent,14165.06,student,0,0,7180.51,0.29,8.1,0
34,bachelor,male,own,47471.8,public_sector,1,0,12399.68,0.63,9.9,0
54,bachelor,female,own,17488.79,public_sector,0,1,8634.21,0.51,16.4,0
29,high_school,male,rent,28547.87,self_employed,0,0,11354.09,0.3,9.1,0
42,phd,female,rent,22225.78,student,0,0,9677.55,0.34,7.5,0
59,master,male,rent,22673.69,salary_worker,1,0,10921.47,0.39,6.9,0
28,high_school,female,mortgage,,public_sector,0,0,6327.57,0.27,7.1,0
45,high_school,male,own,23427.69,salary_worker,0,0,14413.18,0.44,10.6,1
31,bachelor,female,own,20731.89,salary_worker,0,0,4160.24,0.43,4.0,0
47,bachelor,male,rent,21560.71,public_sector,0,0,7728.82,0.14,11.2,0
33,high_school,male,rent,19408.06,public_sector,0,0,14813.69,0.25,1.3,0
69,bachelor,male,mortgage,18005.98,retired,0,1,7444.75,0.26,10.2,0
24,high_school,male,rent,19443.13,retired,0,0,6393.46,0.29,11.3,0
69,high_school,female,mortgage,51454.05,public_sector,0,1,28528.03,0.39,10.7,0
60,bachelor,male,own,33529.13,self_employed,0,1,17680.64,0.37,8.6,0
63,bachelor,female,mortgage,20840.67,retired,0,1,8759.53,0.21,9.1,0
63,master,male,own,37863.58,salary_worker,1,0,4751.6,0.58,5.9,0
30,high_school,female,mortgage,11917.5,salary_worker,0,0,2645.73,0.34,3.0,0
67,high_school,female,rent,45209.17,salary_worker,0,1,11965.27,0.6,8.5,0
50,high_school,male,mortgage,43600.33,self_employed,0,0,16256.17,0.6,7.8,1
69,high_school,female,rent,66592.7,public_sector,0,1,10073.6,0.15,11.2,0
64,high_school,male,rent,38376.41,public_sector,0,0,3162.49,0.25,6.9,0
49,bachelor,female,own,29636.31,salary_worker,0,0,8850.02,0.26,8.1,0
39,bachelor,male,rent,43521.62,public_sector,0,0,6199.55,0.4,8.6,0
26,bachelor,male,own,18368.38,self_employed,0,0,8856.54,0.47,9.8,0
26,high_school,male,mortgage,20374.97,student,0,0,23597.24,0.37,,0
40,high_school,female,mortgage,23649.32,salary_worker,0,1,12508.59,0.24,3.7,0
61,bachelor,female,own,45071.11,self_employed,0,1,11123.79,0.64,10.3,0
46,high_school,female,mortgage,,public_sector,1,1,7903.5,0.26,6.8,0
45,master,female,own,15789.05,self_employed,0,0,44099.96,0.47,,0
33,high_school,male,rent,27077.06,salary_worker,0,1,5444.38,0.33,13.4,0
49,bachelor,female,mortgage,33620.41,salary_worker,0,0,10995.21,0.33,0.0,0
52,master,female,rent,17740.65,salary_worker,0,1,7285.54,0.46,12.4,0
70,bachelor,female,rent,32915.14,self_employed,0,0,5155.19,0.62,7.0,0
57,bachelor,male,rent,45061.33,self_employed,1,0,12685.96,0.39,4.1,0
51,bachelor,female,rent,41781.45,self_employed,0,1,2374.74,0.25,5.7,0
66,high_school,female,rent,28537.71,public_sector,0,1,6005.65,0.61,3.4,0
42,bachelor,female,rent,23370.53,salary_worker,0,0,11354.01,0.43,9.5,0
67,master,female,own,53158.36,salary_worker,0,1,15891.21,0.37,3.4,0
39,phd,male,mortgage,24512.34,public_sector,0,0,10503.21,0.52,12.3,0
27,bachelor,female,mortgage,37166.37,public_sector,1,0,5599.05,0.4,10.3,1
41,high_school,male,rent,58760.59,public_sector,0,0,7879.24,0.78,8.4,0
27,bachelor,male,rent,35449.72,public_sector,0,0,9510.97,0.34,0.0,0
26,bachelor,male,own,15542.12,student,0,0,19116.25,0.55,2.2,0
65,high_school,male,rent,13938.91,student,0,1,13444.55,0.42,7.2,0
60,high_school,male,own,21291.58,public_sector,0,1,13498.87,0.42,7.4,0
32,high_school,female,own,33499.13,salary_worker,0,0,8399.95,0.27,11.3,0
62,bachelor,male,mortgage,29737.19,salary_worker,0,1,4496.06,0.28,0.0,1
24,high_school,male,rent,65721.86,self_employed,0,0,3739.39,0.43,,0
35,high_school,male,mortgage,29607.27,salary_worker,1,0,6865.77,0.18,10.8,0
56,high_school,male,own,,salary_worker,0,0,11904.68,0.24,6.2,0
36,master,female,mortgage,14617.81,salary_worker,0,0,6148.5,0.34,5.6,0
57,high_school,female,rent,41406.65,retired,1,0,11099.95,0.56,1.1,0
64,high_school,female,mortgage,24276.7,salary_worker,0,1,5233.96,0.35,11.7,0
24,bachelor,female,mortgage,12360.2,public_sector,0,0,5697.42,0.35,5.6,0
22,high_school,female,rent,24588.09,retired,1,0,17578.04,0.15,11.9,0
68,phd,female,own,15551.59,public_sector,0,0,12354.55,0.65,13.4,0
47,master,male,mortgage,20099.76,salary_worker,0,0,6846.08,0.54,12.8,0
46,high_school,male,rent,24410.93,retired,0,0,5131.72,0.56,7.4,0
44,bachelor,male,own,16198.43,public_sector,0,0,13655.58,0.08,5.6,0
42,high_school,male,own,19546.84,salary_worker,0,0,13122.1,0.4,5.3,0
55,high_school,female,mortgage,17416.03,self_employed,0,0,11516.76,0.17,15.4,0
49,high_school,female,rent,17627.58,salary_worker,0,0,7348.08,0.48,6.7,0
29,high_school,male,own,15465.87,public_sector,0,0,4438.07,0.4,11.7,0
52,high_school,male,rent,19589.64,retired,0,0,8037.23,0.43,9.4,0
54,bachelor,male,own,16275.0,self_employed,0,1,17574.07,0.21,,0
26,high_school,male,mortgage,31696.54,student,0,0,4914.91,0.15,6.5,1
39,high_school,male,own,26645.09,salary_worker,0,1,8317.35,0.22,12.2,0
60,bachelor,male,own,41673.55,retired,0,1,19924.11,,7.6,0
51,bachelor,male,rent,56898.06,public_sector,1,1,6854.58,0.3,5.7,0
27,high_school,male,rent,33017.61,salary_worker,1,0,7554.4,0.39,4.3,0
23,high_school,female,mortgage,29801.5,retired,0,0,3855.59,0.16,8.8,0
50,high_school,female,rent,33967.24,retired,0,0,42299.72,0.34,5.4,0
44,high_school,female,mortgage,30030.38,salary_worker,0,0,5392.0,0.59,9.9,0
69,master,male,mortgage,24899.17,public_sector,1,0,3446.0,0.4,17.7,0
47,master,male,mortgage,24023.87,salary_worker,0,0,4796.03,0.41,9.6,0
67,high_school,female,rent,15371.16,salary_worker,0,0,9087.41,0.41,,0
31,high_school,female,own,,salary_worker,0,1,3398.0,0.25,4.6,0
43,bachelor,male,rent,24002.6,self_employed,0,0,3781.22,0.63,10.2,0
27,bachelor,female,mortgage,46736.63,,0,0,11021.53,0.4,12.5,0
49,high_school,male,mortgage,36746.97,salary_worker,0,1,7786.83,0.37,13.0,1
30,high_school,female,own,18367.2,,1,0,4901.55,0.46,12.6,0
45,bachelor,female,mortgage,42659.74,self_employed,0,0,6790.66,0.51,7.6,0
38,bachelor,female,rent,7689.92,public_sector,0,0,21078.18,0.12,11.1,0
30,high_school,female,own,,salary_worker,0,0,16398.62,0.35,3.4,0
25,high_school,female,mortgage,13329.03,salary_worker,0,0,7638.16,0.74,,0
46,high_school,female,rent,30418.32,public_sector,0,0,12694.2,0.64,3.7,0
68,high_school,female,mortgage,29505.66,salary_worker,0,0,8660.71,0.32,12.5,0
30,bachelor,female,mortgage,40363.15,salary_worker,0,0,3053.96,0.47,11.7,0
41,bachelor,male,mortgage,20995.98,student,0,0,2767.68,0.28,11.6,0
32,bachelor,female,mortgage,9269.8,salary_worker,0,0,4914.12,0.4,15.8,0
61,high_school,female,rent,21009.3,self_employed,0,0,3406.14,0.26,11.7,0
41,high_school,female,own,22056.82,self_employed,0,0,9408.43,0.25,2.2,0
69,master,male,rent,9680.45,salary_worker,0,1,5988.12,0.23,9.9,0
33,bachelor,male,mortgage,24845.13,public_sector,0,0,10238.71,0.64,0.0,0
25,high_school,male,rent,15000.92,salary_worker,0,0,10325.61,0.25,7.1,0
50,high_school,male,mortgage,32600.68,salary_worker,0,0,11843.27,0.55,5.8,0
53,master,female,rent,21791.26,salary_worker,0,1,4856.91,0.26,10.1,0
70,bachelor,male,rent,58835.03,self_employed,0,1,10760.31,,4.2,0
64,master,female,rent,21692.45,public_sector,0,1,4791.01,0.41,4.3,0
65,bachelor,male,mortgage,29545.19,retired,0,1,11982.91,0.11,9.5,0
52,bachelor,female,rent,22117.35,public_sector,0,1,15874.35,0.46,12.2,0
38,bachelor,female,rent,11725.59,salary_worker,1,0,12061.03,0.32,7.5,0
42,high_school,male,rent,22200.7,,0,1,7351.12,0.24,16.8,0
27,bachelor,male,rent,34167.7,public_sector,0,0,11067.0,0.2,,0
42,bachelor,male,mortgage,31917.04,salary_worker,0,0,3486.67,0.69,10.2,0
39,high_school,female,own,21333.41,salary_worker,0,0,3080.08,0.33,8.9,0
22,master,female,rent,12637.95,salary_worker,1,0,10474.91,0.33,6.1,0
31,high_school,female,rent,,salary_worker,0,0,16634.83,0.5,12.7,0
47,high_school,female,rent,29400.56,self_employed,0,0,4116.27,0.19,3.9,0
39,high_school,female,own,35579.85,salary_worker,0,1,8171.04,0.54,0.0,0
70,master,female,rent,21518.1,student,1,1,10315.21,0.33,7.0,0
44,master,male,rent,11407.56,self_employed,0,0,5779.06,0.09,6.5,0
68,bachelor,female,rent,30951.97,salary_worker,1,1,6723.33,0.24,11.8,0
54,phd,male,rent,24243.06,student,0,0,11353.53,0.14,2.5,0
23,master,male,mortgage,45535.96,self_employed,1,0,8599.87,0.35,9.6,0
31,master,male,rent,24659.8,salary_worker,1,0,8620.57,0.2,9.1,0
56,master,female,mortgage,23850.01,salary_worker,0,0,4720.81,0.18,8.8,0
48,high_school,female,own,29371.04,public_sector,1,1,7965.44,0.39,11.7,0
36,bachelor,female,mortgage,,self_employed,1,0,6510.34,0.35,7.4,0
47,bachelor,male,rent,18209.32,self_employed,1,0,6704.87,0.56,7.7,0
66,bachelor,female,mortgage,23293.91,retired,0,1,6016.3,0.55,9.3,0
40,high_school,female,mortgage,16087.81,public_sector,0,0,7982.41,0.35,7.1,0
23,bachelor,male,mortgage,21958.44,retired,0,0,5026.34,0.43,2.1,0
36,phd,male,mortgage,58267.67,public_sector,0,0,8157.14,0.09,5.9,0
67,high_school,male,rent,38916.95,public_sector,0,1,6629.16,0.47,6.5,0
